,audience_count,content_rating,runtime,production_company_popularity,actor_popularity,Main_Genre,director_popularity,author_popularity,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
253,310,PG,102.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,2,3,3
254,147,NR,81.0,PRETTY DECENT,NOT POPULAR,Drama,POPULAR,NOT POPULAR,8,0,12
255,1880,R,91.0,NOT THAT POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,2,5,5
256,30602,R,96.0,SUPER POPULAR,SUPER POPULAR,Drama,PRETTY DECENT,POPULAR,46,83,80
257,9340,PG-13,88.0,WORLDCLASS,POPULAR,Comedy,POPULAR,NOT THAT POPULAR,2,1,9
258,14727,PG-13,92.0,PRETTY DECENT,PRETTY DECENT,Kids & Family,SUPER POPULAR,POPULAR,8,29,7
259,85,NR,84.0,PRETTY DECENT,WHO?,Art House & International,WHO?,WHO?,6,8,3
261,631,R,80.0,NOT POPULAR,POPULAR,Comedy,NOT POPULAR,NOT POPULAR,2,4,1
262,33440,G,170.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,9,29,13
264,1590,R,98.0,SUPER POPULAR,POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,17,11,26
265,1741,R,95.0,SUPER POPULAR,SUPER POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,15,13,18
267,229,PG,94.0,SUPER POPULAR,NOT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,1,4,1
268,160802,PG,108.0,SUPER POPULAR,POPULAR,Drama,POPULAR,POPULAR,35,25,95
269,35022,PG,79.0,SUPER POPULAR,PRETTY DECENT,Documentary,PRETTY DECENT,PRETTY DECENT,36,79,37
270,29996,PG-13,95.0,WORLDCLASS,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,24,28,54
271,57438,R,98.0,WORLDCLASS,SUPER POPULAR,Comedy,POPULAR,PRETTY DECENT,39,90,77
272,82457,PG-13,113.0,WORLDCLASS,SUPER POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,41,44,107
274,20649,R,93.0,POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,32,61,36
275,476,PG,86.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,12,26,4
276,60373,PG-13,129.0,SUPER POPULAR,WORLDCLASS,Drama,PRETTY DECENT,PRETTY DECENT,47,173,33
277,100490,R,111.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,35,33,119
278,1474,R,105.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,2,12,3
280,1151,NR,156.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,0,2,3
281,51756,R,99.0,SUPER POPULAR,SUPER POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,44,164,10
282,63588,R,104.0,SUPER POPULAR,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,49,207,17
284,8211,R,99.0,POPULAR,SUPER POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,18,15,39
285,2695,R,97.0,SUPER POPULAR,PRETTY DECENT,Drama,NOT THAT POPULAR,NOT THAT POPULAR,12,0,20
286,589,R,90.0,NOT POPULAR,PRETTY DECENT,Drama,NOT THAT POPULAR,POPULAR,6,0,8
287,5867,R,117.0,PRETTY DECENT,PRETTY DECENT,Drama,NOT THAT POPULAR,NOT THAT POPULAR,9,13,13
288,159887,R,107.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,32,130,72
289,269,PG-13,82.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,15,26,5
291,711,NR,96.0,PRETTY DECENT,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,2,9,2
292,33549,PG,97.0,SUPER POPULAR,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,7,29,4
294,24667,R,91.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,SUPER POPULAR,POPULAR,5,42,1
296,8585,PG,66.0,PRETTY DECENT,NOT THAT POPULAR,Classics,PRETTY DECENT,NOT THAT POPULAR,0,9,3
297,1544,R,93.0,PRETTY DECENT,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,1,2,4
298,239,PG,98.0,SUPER POPULAR,POPULAR,Action & Adventure,NOT POPULAR,POPULAR,0,1,4
299,421,R,102.0,SUPER POPULAR,POPULAR,Horror,WORLDCLASS,PRETTY DECENT,0,0,5
300,10335,G,106.0,WORLDCLASS,PRETTY DECENT,Kids & Family,PRETTY DECENT,PRETTY DECENT,1,4,7
301,2298,PG,93.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,4,11,1
302,40382,PG,102.0,WORLDCLASS,POPULAR,Classics,POPULAR,POPULAR,8,31,1
303,8639,NR,129.0,SUPER POPULAR,NOT THAT POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,5,17,10
304,3796,PG,96.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,NOT THAT POPULAR,10,35,3
305,2737,NR,118.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,1,6,2
306,22615,NR,95.0,PRETTY DECENT,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,16,63,3
307,1293,NR,91.0,NOT THAT POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,4,2
308,267,NR,93.0,PRETTY DECENT,NOT POPULAR,Drama,NOT THAT POPULAR,PRETTY DECENT,7,18,4
309,6519,PG-13,104.0,NOT THAT POPULAR,SUPER POPULAR,Comedy,POPULAR,POPULAR,2,4,9
310,739,R,127.0,SUPER POPULAR,NOT THAT POPULAR,Action & Adventure,NOT POPULAR,POPULAR,3,5,7
311,5475,R,95.0,PRETTY DECENT,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,0,4,2
313,5964,PG,90.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,NOT THAT POPULAR,7,31,0
314,33511,PG,114.0,WORLDCLASS,POPULAR,Classics,POPULAR,PRETTY DECENT,15,63,2
315,1464,R,99.0,WORLDCLASS,POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,1,4,2
316,7,NR,123.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,NOT POPULAR,NOT POPULAR,0,9,1
317,176580,PG-13,119.0,WORLDCLASS,POPULAR,Classics,SUPER POPULAR,POPULAR,10,53,3
318,23059,R,98.0,WORLDCLASS,PRETTY DECENT,Horror,POPULAR,POPULAR,4,24,10
319,9807,PG,97.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,4,12,20
320,1416,NR,85.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,1,12,0
321,27792,R,125.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,WORLDCLASS,PRETTY DECENT,1,11,11
322,3906,R,143.0,POPULAR,PRETTY DECENT,Action & Adventure,POPULAR,NOT THAT POPULAR,6,18,8
323,3803,R,102.0,SUPER POPULAR,NOT THAT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,2,11,11
324,4731,NR,86.0,PRETTY DECENT,NOT THAT POPULAR,Classics,SUPER POPULAR,NOT THAT POPULAR,4,19,3
325,18540,PG-13,93.0,POPULAR,WORLDCLASS,Comedy,POPULAR,POPULAR,3,5,19
326,636,NR,120.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,0,9,0
328,5696,NR,94.0,NOT THAT POPULAR,PRETTY DECENT,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,12,43,2
329,800,G,73.0,NOT POPULAR,NOT POPULAR,Classics,NOT THAT POPULAR,NOT POPULAR,3,12,0
330,3285,R,107.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,1,8,2
331,4780,NR,103.0,WORLDCLASS,NOT THAT POPULAR,Classics,POPULAR,NOT THAT POPULAR,6,33,1
332,58,R,116.0,PRETTY DECENT,PRETTY DECENT,Classics,POPULAR,PRETTY DECENT,2,12,2
333,10345,PG,132.0,WORLDCLASS,WORLDCLASS,Action & Adventure,POPULAR,POPULAR,4,14,5
334,7692,R,123.0,POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,5,22,10
335,6880,PG,106.0,SUPER POPULAR,POPULAR,Mystery & Suspense,PRETTY DECENT,NOT THAT POPULAR,1,11,9
336,1949,PG,96.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,1,4,6
337,38516,PG,97.0,SUPER POPULAR,POPULAR,Comedy,POPULAR,PRETTY DECENT,0,8,15
338,9103,G,74.0,WORLDCLASS,NOT THAT POPULAR,Classics,PRETTY DECENT,NOT THAT POPULAR,2,12,1
339,11170,NR,86.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,PRETTY DECENT,15,40,4
340,1025,G,93.0,SUPER POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,3,8,1
341,3802,NR,87.0,PRETTY DECENT,NOT THAT POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,5,21,1
342,1013,PG-13,98.0,WORLDCLASS,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,2,6,3
343,2000,PG,100.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,NOT THAT POPULAR,3,4,8
344,6731,R,102.0,WORLDCLASS,SUPER POPULAR,Comedy,POPULAR,PRETTY DECENT,1,3,8
345,7934,G,96.0,POPULAR,POPULAR,Comedy,PRETTY DECENT,POPULAR,0,11,3
346,71183,PG,110.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,SUPER POPULAR,8,46,5
347,10175,G,112.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,6,25,3
348,20693,G,101.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,4,15,6
349,8354,G,179.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,1,7,10
350,4354,NR,108.0,SUPER POPULAR,PRETTY DECENT,Classics,POPULAR,NOT THAT POPULAR,2,13,1
351,17735,NR,105.0,POPULAR,POPULAR,Classics,POPULAR,PRETTY DECENT,1,22,0
352,8194,NR,119.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,POPULAR,PRETTY DECENT,4,27,0
353,3811,PG,117.0,SUPER POPULAR,NOT THAT POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,0,17,1
354,9478,R,80.0,NOT THAT POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,5,31,5
355,712,R,107.0,WORLDCLASS,PRETTY DECENT,Drama,NOT POPULAR,NOT POPULAR,2,3,3
356,353052,R,98.0,WORLDCLASS,POPULAR,Horror,SUPER POPULAR,POPULAR,13,62,5
357,357518,PG,102.0,WORLDCLASS,POPULAR,Classics,POPULAR,POPULAR,23,91,1
358,33192,G,131.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,8,10,30
359,1155,NR,75.0,WORLDCLASS,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,8,24,1
361,7786,R,73.0,POPULAR,NOT THAT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,6,53,3
362,10352,R,118.0,WORLDCLASS,PRETTY DECENT,Drama,PRETTY DECENT,POPULAR,7,28,18
363,515,NR,88.0,WORLDCLASS,NOT POPULAR,Classics,NOT THAT POPULAR,PRETTY DECENT,0,8,0
364,7711,PG,122.0,SUPER POPULAR,PRETTY DECENT,Drama,POPULAR,PRETTY DECENT,5,8,14
365,734,NR,99.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,5,13,1
366,42886,G,114.0,PRETTY DECENT,POPULAR,Classics,POPULAR,PRETTY DECENT,9,46,3
367,227184,G,93.0,WORLDCLASS,POPULAR,Animation,POPULAR,POPULAR,1,17,5
368,2775,NR,135.0,WORLDCLASS,SUPER POPULAR,Classics,PRETTY DECENT,NOT THAT POPULAR,0,8,1
369,129,R,95.0,NOT POPULAR,POPULAR,Comedy,NOT POPULAR,POPULAR,1,1,4
370,84960,R,93.0,POPULAR,PRETTY DECENT,Cult Movies,PRETTY DECENT,PRETTY DECENT,0,9,17
371,895,PG,108.0,PRETTY DECENT,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT POPULAR,5,9,3
372,56572,G,69.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,0,13,0
373,3731,G,101.0,WORLDCLASS,PRETTY DECENT,Classics,NOT THAT POPULAR,NOT THAT POPULAR,3,15,2
374,285828,PG,93.0,WORLDCLASS,POPULAR,Comedy,POPULAR,POPULAR,7,51,6
375,1514,NR,131.0,SUPER POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,6,12,12
376,20541,G,243.0,WORLDCLASS,POPULAR,Classics,POPULAR,POPULAR,10,24,15
377,2356,NR,65.0,WORLDCLASS,PRETTY DECENT,Classics,NOT THAT POPULAR,NOT THAT POPULAR,4,17,2
378,28445,R,120.0,POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,7,28,6
379,7692,PG,113.0,SUPER POPULAR,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,5,21,5
380,138190,R,90.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,4,24,10
381,9476,PG,110.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,3,6,8
382,252,NR,101.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,POPULAR,NOT THAT POPULAR,1,4,2
383,3106,NR,104.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,0,6,1
384,3774,NR,107.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,NOT THAT POPULAR,4,18,1
385,23626,G,79.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,5,33,9
386,10497,R,98.0,WORLDCLASS,POPULAR,Drama,POPULAR,POPULAR,2,11,4
387,3807,R,90.0,NOT THAT POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,0,2,6
388,2832,NR,110.0,WORLDCLASS,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,5,13,4
389,694,G,78.0,SUPER POPULAR,POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,0,5,1
390,46589,R,120.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,POPULAR,8,28,2
391,318,NR,85.0,SUPER POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,PRETTY DECENT,1,5,2
392,2184,NR,128.0,SUPER POPULAR,POPULAR,Art House & International,POPULAR,PRETTY DECENT,3,12,6
393,64544,R,102.0,PRETTY DECENT,PRETTY DECENT,Horror,POPULAR,POPULAR,3,30,7
394,34260,G,92.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,PRETTY DECENT,6,53,3
395,2553,NR,117.0,SUPER POPULAR,POPULAR,Classics,POPULAR,NOT THAT POPULAR,1,12,0
396,6206,R,88.0,POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,3,1,8
397,2006,NR,100.0,WORLDCLASS,POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,0,4,2
398,6409,PG,130.0,SUPER POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,NOT THAT POPULAR,4,17,7
399,4590,PG,135.0,POPULAR,SUPER POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,0,8,0
400,10395,R,90.0,PRETTY DECENT,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,0,6,4
401,2792,NR,112.0,WORLDCLASS,POPULAR,Classics,POPULAR,NOT THAT POPULAR,0,6,1
402,536,NR,80.0,SUPER POPULAR,NOT POPULAR,Classics,PRETTY DECENT,NOT POPULAR,0,1,4
403,2526,R,107.0,POPULAR,NOT THAT POPULAR,Action & Adventure,POPULAR,POPULAR,1,12,1
404,2830,NR,113.0,SUPER POPULAR,NOT THAT POPULAR,Classics,POPULAR,POPULAR,1,18,2
405,345,R,114.0,SUPER POPULAR,PRETTY DECENT,Drama,POPULAR,NOT THAT POPULAR,1,3,4
406,45777,PG-13,197.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,POPULAR,15,41,8
407,2620,NR,104.0,SUPER POPULAR,PRETTY DECENT,Classics,POPULAR,PRETTY DECENT,1,13,0
408,8252,R,77.0,PRETTY DECENT,NOT THAT POPULAR,Horror,POPULAR,POPULAR,1,9,6
409,5650,NR,97.0,WORLDCLASS,PRETTY DECENT,Drama,PRETTY DECENT,NOT THAT POPULAR,10,36,4
411,44775,NR,75.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,7,44,4
412,1284,R,97.0,NOT THAT POPULAR,NOT THAT POPULAR,Horror,NOT THAT POPULAR,POPULAR,0,3,2
413,9776,R,109.0,SUPER POPULAR,POPULAR,Art House & International,POPULAR,POPULAR,1,10,7
414,35175,PG-13,106.0,SUPER POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,8,18,17
415,8275,PG-13,113.0,SUPER POPULAR,SUPER POPULAR,Comedy,POPULAR,NOT THAT POPULAR,1,8,6
416,10587,R,105.0,WORLDCLASS,POPULAR,Drama,SUPER POPULAR,POPULAR,5,40,10
417,35530,PG,95.0,WORLDCLASS,PRETTY DECENT,Mystery & Suspense,WORLDCLASS,POPULAR,4,36,5
419,7558,PG,123.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,POPULAR,0,6,3
420,23523,PG,115.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,PRETTY DECENT,5,33,6
421,5634,R,95.0,POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,3,6,4
422,3386,R,90.0,NOT THAT POPULAR,NOT THAT POPULAR,Horror,POPULAR,PRETTY DECENT,0,6,11
423,1873,NR,110.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,4,7,1
424,64544,PG,125.0,SUPER POPULAR,POPULAR,Drama,POPULAR,PRETTY DECENT,10,49,4
425,16007,R,96.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,4,23,11
426,1293,NR,87.0,PRETTY DECENT,POPULAR,Classics,PRETTY DECENT,NOT THAT POPULAR,0,7,1
427,72708,R,100.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,SUPER POPULAR,PRETTY DECENT,9,55,9
428,4255,G,207.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,POPULAR,3,10,6
429,1863,R,103.0,SUPER POPULAR,POPULAR,Horror,POPULAR,PRETTY DECENT,5,9,3
430,25738,NR,112.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,POPULAR,5,29,7
431,1132,R,95.0,SUPER POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,1,6,10
432,5733,PG,91.0,WORLDCLASS,SUPER POPULAR,Comedy,SUPER POPULAR,POPULAR,0,3,3
433,1081,PG,169.0,SUPER POPULAR,POPULAR,Drama,POPULAR,PRETTY DECENT,14,18,10
434,1470,R,97.0,POPULAR,POPULAR,Classics,NOT THAT POPULAR,PRETTY DECENT,5,16,5
435,53027,R,119.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,9,41,13
436,13901,G,93.0,WORLDCLASS,POPULAR,Classics,POPULAR,PRETTY DECENT,6,28,3
437,8565,PG,81.0,PRETTY DECENT,NOT THAT POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,0,3,2
438,46719,PG,110.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,POPULAR,7,40,8
439,5804,R,108.0,SUPER POPULAR,POPULAR,Comedy,PRETTY DECENT,POPULAR,1,6,8
440,4358,R,126.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,SUPER POPULAR,PRETTY DECENT,2,17,3
441,9209,NR,147.0,POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,1,19,2
442,26368,G,90.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,0,2,3
443,11153,NR,94.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,POPULAR,5,38,2
444,89948,R,95.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,12,60,5
445,789,NR,102.0,PRETTY DECENT,POPULAR,Action & Adventure,NOT THAT POPULAR,NOT POPULAR,0,6,3
446,270317,PG,107.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,6,22,20
447,2888,NR,115.0,POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,PRETTY DECENT,0,9,0
448,22087,R,120.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,6,32,10
449,65759,G,95.0,SUPER POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,PRETTY DECENT,4,16,7
450,49729,R,106.0,WORLDCLASS,SUPER POPULAR,Horror,POPULAR,PRETTY DECENT,5,34,3
451,14883,G,118.0,POPULAR,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,16,56,5
452,35124,G,22.0,SUPER POPULAR,PRETTY DECENT,Animation,PRETTY DECENT,POPULAR,5,11,4
453,579,NR,104.0,POPULAR,POPULAR,Drama,POPULAR,PRETTY DECENT,0,6,1
454,5489,PG,95.0,SUPER POPULAR,NOT THAT POPULAR,Comedy,POPULAR,PRETTY DECENT,1,7,7
455,25811,PG,103.0,WORLDCLASS,POPULAR,Comedy,POPULAR,SUPER POPULAR,2,13,7
456,5203,R,118.0,SUPER POPULAR,POPULAR,Drama,SUPER POPULAR,NOT THAT POPULAR,1,21,7
457,1098,R,80.0,POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,4,9
459,1242,R,109.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,1,7,2
460,32560,R,102.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,1,6,6
461,11508,R,83.0,POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,PRETTY DECENT,11,53,4
462,9710,R,122.0,WORLDCLASS,POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,2,18,3
463,7958,PG,106.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,0,2,4
464,4691,PG,121.0,POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,6,25,2
465,60231,R,122.0,POPULAR,SUPER POPULAR,Drama,SUPER POPULAR,POPULAR,10,41,3
466,2687,NR,81.0,SUPER POPULAR,PRETTY DECENT,Classics,NOT THAT POPULAR,PRETTY DECENT,0,8,1
467,196417,PG,105.0,POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,1,6,8
468,7479,PG,110.0,SUPER POPULAR,POPULAR,Comedy,POPULAR,POPULAR,1,16,3
469,5661,NR,114.0,SUPER POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,0,14,3
470,20775,PG,144.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,POPULAR,7,14,22
471,8794,G,150.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,POPULAR,PRETTY DECENT,2,17,6
472,9630,G,141.0,WORLDCLASS,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,2,3,10
473,1789,PG,90.0,NOT THAT POPULAR,PRETTY DECENT,Horror,NOT THAT POPULAR,NOT THAT POPULAR,1,4,6
474,261,PG,150.0,WORLDCLASS,NOT POPULAR,Drama,POPULAR,PRETTY DECENT,0,3,2
475,7274,NR,74.0,PRETTY DECENT,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,9,4
477,7129,PG-13,111.0,SUPER POPULAR,SUPER POPULAR,Comedy,SUPER POPULAR,POPULAR,6,7,14
478,6403,NR,149.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,NOT THAT POPULAR,0,9,5
479,64156,PG,90.0,SUPER POPULAR,PRETTY DECENT,Comedy,POPULAR,POPULAR,9,41,1
480,303224,R,91.0,POPULAR,POPULAR,Horror,SUPER POPULAR,POPULAR,10,69,3
481,7542,NR,153.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,8,38,2
482,1904,R,104.0,WORLDCLASS,POPULAR,Drama,SUPER POPULAR,SUPER POPULAR,1,1,8
483,4116,PG,92.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,POPULAR,POPULAR,2,12,1
484,2414,R,108.0,SUPER POPULAR,POPULAR,Drama,PRETTY DECENT,POPULAR,1,19,6
485,2130,NR,109.0,SUPER POPULAR,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,1,12,0
486,19339,G,112.0,WORLDCLASS,PRETTY DECENT,Classics,POPULAR,PRETTY DECENT,7,36,5
487,1541,NR,181.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,4,6,3
488,163,R,102.0,WORLDCLASS,POPULAR,Action & Adventure,NOT POPULAR,SUPER POPULAR,2,1,5
489,228,PG-13,80.0,NOT POPULAR,NOT POPULAR,Documentary,PRETTY DECENT,NOT POPULAR,1,4,2
490,13232,PG,101.0,SUPER POPULAR,POPULAR,Comedy,POPULAR,POPULAR,8,36,5
491,18184,G,88.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,2,16,0
492,17494,NR,139.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,4,32,1
493,51983,R,83.0,PRETTY DECENT,PRETTY DECENT,Horror,SUPER POPULAR,POPULAR,2,17,9
494,2249,PG,125.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,1,5,9
495,2196,R,98.0,NOT THAT POPULAR,PRETTY DECENT,Action & Adventure,POPULAR,NOT THAT POPULAR,5,12,2
496,2232,NR,120.0,WORLDCLASS,POPULAR,Classics,POPULAR,PRETTY DECENT,0,6,2
497,3888,PG-13,92.0,WORLDCLASS,SUPER POPULAR,Comedy,PRETTY DECENT,NOT THAT POPULAR,0,0,5
498,1642,NR,91.0,NOT THAT POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,13,30,8
499,39832,R,95.0,PRETTY DECENT,POPULAR,Comedy,POPULAR,POPULAR,0,3,2
500,1547,NR,93.0,NOT THAT POPULAR,POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,10,16,23
501,6267,NR,80.0,WORLDCLASS,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,0,10,1
502,4426,R,84.0,WORLDCLASS,PRETTY DECENT,Art House & International,PRETTY DECENT,NOT THAT POPULAR,1,17,1
